시도코드,시도,구시군코드,구시군,읍면동명,투표구번호,ps_name_key,ps_name_key_alt,placeName,addr,확정선거인수,확정_50pct_기준장수,확정_60pct_기준장수,확정_70pct_기준장수,확정_선거인수_전국분위,확정_선거인수_구시군분위,확정_선거인수_동분위,동_실제투표수,추정_투표소비율,추정_선거일투표수,추정_50pct초과여부,추정_배부기준대비초과량,추정값_주의,라벨_부족확인,라벨_투표중단,라벨_부족구시군
1100,서울특별시,1121,관악구,신림동,제1투,신림동제1투,신림동투표소,"관악우체국(1층, 민원실)",서울특별시 관악구 남부순환로 1643 (신림동),7282.0,3641,4369,5097,0.9984,0.9901,1.0,6425,0.3153,2026.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4138,안성시,안성3동,제4투,안성3동제4투,,"안성중학교(1층, 3-4반)",경기도 안성시 금산길 43 (금산동),7278.0,3639,4366,5094,0.9983,1.0,1.0,7416,0.3154,2339.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4126,남양주시,다산1동,제16투,다산1동제16투,,"다산하늘초등학교(1층, 로비)",경기도 남양주시 다산순환로 199 (다산동),7239.0,3619,4343,5067,0.9983,0.9934,1.0,36991,0.0859,3178.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4400,충청남도,4402,공주시,신관동,제3투,신관동제3투,,"신관초등학교(1층,신예관)",충청남도 공주시 번영1로 97-13 (신관동),7236.0,3618,4341,5065,0.9982,1.0,1.0,6080,0.4078,2479.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4143,양평군,양평읍,제2투,양평읍제2투,,"양평초등학교[1층, 강당(드림아이)]",경기도 양평군 양평읍 양근로 142,7215.0,3607,4329,5050,0.9981,1.0,1.0,11446,0.2185,2501.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4156,화성시동탄구,동탄6동,제6투,동탄6동제6투,,"동탄구청(동탄역 그린파킹파크 1층, 로비)",경기도 화성시 동탄구 동탄역로 122 (여울동),7169.0,3584,4301,5018,0.998,0.9683,1.0,13310,0.192,2556.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4156,화성시동탄구,동탄6동,제1투,동탄6동제1투,동탄6동투표소,"동탄6동행정복지센터(동탄6동주민센터, 3층, 다목적실)",경기도 화성시 동탄구 동탄감배산로 54 (여울동),7165.0,3582,4299,5015,0.9979,0.9524,0.8333,13310,0.1918,2553.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4400,충청남도,4416,당진시,당진2동,제5투,당진2동제5투,,당진2동 실내게이트볼장(1층),충청남도 당진시 대덕1로 46-66 (대덕동),7083.0,3541,4249,4958,0.9978,0.9808,1.0,6129,0.3963,2429.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4700,경상북도,4704,경주시,용강동,제2투,용강동제2투,,"용강동주민센터(지하1층, 주차장)",서울특별시 마포구 토정로31길 31 (용강동),7040.0,3520,4224,4928,0.9978,1.0,1.0,7633,0.3577,2730.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
1100,서울특별시,1121,관악구,신림동,제2투,신림동제2투,,"신림동주민센터(3층, 다목적실)",서울특별시 관악구 봉천로 224 (신림동),7019.0,3509,4211,4913,0.9977,0.9802,0.75,6425,0.3039,1953.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4400,충청남도,4418,천안시동남구,청룡동,제7투,청룡동제7투,,"천안청당초등학교(1층, 유희실)",충청남도 천안시 동남구 청당2길 94 (청당동),7018.0,3509,4210,4912,0.9976,1.0,1.0,18371,0.1424,2616.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4140,광주시,탄벌동,제4투,탄벌동제4투,,"벌원초등학교(1층, 중앙현관 로비)",경기도 광주시 회안대로 621-36 (탄벌동),6962.0,3481,4177,4873,0.9975,0.9778,0.8571,12242,0.1854,2270.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
1100,서울특별시,1116,강서구,화곡제6동,제1투,화곡제6동제1투,화곡제6동투표소,"화곡6동주민센터(3층, 대강당)",서울특별시 강서구 공항대로46길 105 (화곡동),6939.0,3469,4163,4857,0.9974,0.9924,1.0,8455,0.3015,2549.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,True
1100,서울특별시,1118,금천구,독산제1동,제1투,독산제1동제1투,독산제1동투표소,"독산1동주민센터(3층, 마을활력소)",서울특별시 금천구 시흥대로123길 11 (독산동),6933.0,3466,4159,4853,0.9973,1.0,1.0,17513,0.159,2785.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4154,화성시효행구,봉담읍,제15투,봉담읍제15투,,"봉담초등학교 서관(3층, 과학실2)",경기도 화성시 효행구 봉담읍 진등3길 15,6930.0,3465,4158,4851,0.9973,1.0,1.0,33126,0.076,2518.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4131,하남시,미사2동,제3투,미사2동제3투,,"미사초등학교(본관 1층, 공유학교)",경기도 하남시 미사강변한강로 200 (망월동),6924.0,3462,4154,4846,0.9972,0.9737,1.0,15057,0.1868,2813.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
3000,대전광역시,3004,유성구,원신흥동,제4투,원신흥동제4투,,"대전원신흥초등학교(1층, 현관)",대전광역시 유성구 원신흥로55번길 37 (원신흥동),6922.0,3461,4153,4845,0.9971,1.0,1.0,10238,0.2656,2719.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4156,화성시동탄구,동탄7동,제7투,동탄7동제7투,,"청림초등학교(1층, 본관 로비)",경기도 화성시 동탄구 동탄산척로 93-22 (산척동),6913.0,3456,4147,4839,0.997,0.9365,0.875,16615,0.1565,2600.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4126,남양주시,별내동,제13투,별내동제13투,,"남양주덕송초등학교(2층, 1-4반)",경기도 남양주시 별내3로 356 (별내동),6892.0,3446,4135,4824,0.9969,0.9868,1.0,26728,0.0993,2654.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4400,충청남도,4416,당진시,송악읍,제1투,송악읍제1투,송악읍투표소,"송악읍행정복지센터(1층, 대강당)",충청남도 당진시 송악읍 반촌로 59,6889.0,3444,4133,4822,0.9968,0.9615,1.0,7891,0.2771,2187.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
2800,인천광역시,2805,남동구,간석4동,제2투,간석4동제2투,,석천경로당(1층),인천광역시 남동구 예술로360번길 8 (간석동),6884.0,3442,4130,4818,0.9968,1.0,1.0,9003,0.2731,2459.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4115,평택시,고덕동,제7투,고덕동제7투,,"해창중학교(1층, 공용교육교실)",경기도 평택시 고덕국제5로 175 (고덕동),6878.0,3439,4126,4814,0.9967,1.0,1.0,19439,0.1368,2659.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4800,경상남도,4808,김해시,장유1동,제7투,장유1동제7투,,"장유1동행정복지센터(3층, 다목적홀)",경상남도 김해시 금관대로 579 (무계동),6873.0,3436,4123,4811,0.9966,0.9826,0.8,21982,0.117,2572.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
5200,강원특별자치도,5202,원주시,반곡관설동,제1투,반곡관설동제1투,반곡관설동투표소,"버들초등학교(3층, 체육관)",강원특별자치도 원주시 건강로 80 (반곡동),6870.0,3435,4122,4809,0.9965,0.9872,0.8,15021,0.2337,3510.0,True,75.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
2800,인천광역시,2814,검단구,아라2동,제1투,아라2동제1투,아라2동투표소,"아라2동행정복지센터(5층, 대회의실)",인천광역시 서구 바리미로 23 솔보프라자 5층 (원당동),6863.0,3431,4117,4804,0.9964,1.0,1.0,8305,0.307,2550.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
2800,인천광역시,2814,검단구,불로대곡동,제5투,불로대곡동제5투,,"인천신검단초등학교(1층, 현관로비)",인천광역시 서구 금정로 55 (불로동),6853.0,3426,4111,4797,0.9963,0.9773,1.0,13022,0.1833,2387.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4138,안성시,안성2동,제1투,안성2동제1투,안성2동투표소,"안성농협복지센터(1층, 제1강의실)",경기도 안성시 중앙로372번길 26 (석정동),6848.0,3424,4108,4793,0.9963,0.9844,1.0,7047,0.3021,2129.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
4100,경기도,4103,수원시팔달구,인계동,제9투,인계동제9투,,"수원센트럴아이파크자이아파트 커뮤니티센터(지하3층, 실내체육관)",경기도 수원시 팔달구 인계로 21 (인계동),6835.0,3417,4101,4784,0.9962,1.0,1.0,13605,0.1673,2276.0,False,0.0,BIPB02는 선거인명부 확정상황 기준이며 실제 투표용지 배부량과 동일하지 않음. 투표소별 실제 선거일 투표수는 미공개이므로 추정 투표수는 동 단위 투표수를 선거인수 비율로 배분한 값이며 실측값이 아님. 배부 기준 초과 여부는 추정값 기반이며 실제 부족을 확정하지 않음.,False,False,False
